input_vector,output_vector,circuit
00011100100011111111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000100101100011001,c2670
00000100100100111111110111100000000000000000000000010101111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000000001000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100011111111011111111101010001110001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000000000000000000000001000000000001111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100101000000000000000000000010,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000100101110010001,c2670
00000001000000000000000000000100000000000000000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000010011110010100000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100011101111100000000101001100001001,c2670
00011100100011111111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000100101100011001,c2670
00000000000000000000000000000000000000000000000000010101000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100001010000111101101100001001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000000000000000000000000010000000100111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000101101110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000101000100110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000001101100011001,c2670
00011100100011111111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101001100011001,c2670
00000001000000000000000000000100000000000000000000000010111000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000001000011000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101101100011101110100000000101101110010001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000010000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100011111110110111100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000100110110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000100000000000000000000000000011000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000101001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111010011101100000000000101101110010001,c2670
00000001000000000000000000000100000000000000000000000001111000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000001000011101010000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100011101111000000000100101110010001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000100000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000100000000000000000000010000111100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000010000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111000011111110000011011100101010000001,c2670
00000001000000000000000000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100011101110000000000101101100001001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000000000000000000000101011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000101111011000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000001000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000000110110011001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000000000000010111101100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000000110110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110101000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00010100100011111111110111100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000010000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111011101000001100000101010100000001,c2670
00000000000000000000000000001000000000000000000000010101011110000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000100000000010001110000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101011110011111101011111111100001000000001,c2670
00000001000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000010000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100011101111000000000101001100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000100000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100001000000000101101100001001,c2670
00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010100000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111101100000000000000101101000011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000100101100011001,c2670
00000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000100000000000000000000000001111000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000001000011110010000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100011101111000000000100101110010001,c2670
00011100100011111100001001000000000000000000000000000000000000000000000000000000000010110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101110011111100000000000000000110110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000010000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000001000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010110000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000100101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000100000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000001000000000000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000010000000101101110001001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000001101110011001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000000000001000000000000000000000101111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000001000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000010000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000100000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100001000000000101101100001001,c2670
00000001000000000000000000000100000000000000000000000000111000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000001011000000010001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111000011101110000000000100001110000001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000000000001010111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000100000000000000000000010000101110000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000010001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111001011111010001111111100101010000001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100011111111110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000000000000010011111100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000101101110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000100000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100011111111110101100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000100110110011001,c2670
00011100100011111111111111100000000000000000000000000000000000000000000000000000000010011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000101101110011001,c2670
00011100100011101111110111100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000000100000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111101111100010000000000101010101101001,c2670
00000001000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010111000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111110011101100000000000101101100010001,c2670
00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111101100000000000000101101000011001,c2670
00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111101100000000000000101101000011001,c2670
00000001000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000010000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100011101111100000000101001100000001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000001110000011111111111111101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00010000100100000011110111100000000000000000000000010111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010010000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100011111111111111000101110000010001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000100000000000000000000010001111010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111000011101111001100111101101010011001,c2670
00000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111101100000000000000101101101101001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000100000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000011101101000001001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000101111110000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000001000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00000000100100000111110111100000000000000000000000010011111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000000000100000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100011111111101111111101010001110001,c2670
00011100100011111111010111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000001000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000100000000000000000000000001110000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000001000011000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101101100111100111000000000101101110000001,c2670
00000001000000000000000000000100000000000000000000000000110000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000111000000001001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111000111100110000000000100001110010001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000001000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100011110111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000001000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000100000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111101100000000000000101101000011001,c2670
00000000000000000000000000000001000000000010000000001000000000010000000000010000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000110011101111111111100000000000000101101100011001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000000000000000111111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000000000100010111101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000000110110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000100000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111101100001000000000101101000001001,c2670
00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110001000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101001100011001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000001111111000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000001000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110001001011111111100000000000000101101100011001,c2670
00001100100011111111110111100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010010000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000111101110100001001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000001000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100011111100001000100000000000000000000000000000000000000000000000000000000010101111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101101011111100000000000000000110110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000001000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000001000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000001000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
